model_id	sample_id	sample_origin	passage	host_strain_nomenclature	platform_id
J000078984	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01629	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00191	TM00191_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00229	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01007	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00015	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01155	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00877	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00292	TM00292_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01267	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00697	TM00697_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01325	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00311	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01617	TM01617_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01031	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01029	TM01029_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000115420	Not Specified	xenograft	P3	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00847	TM00847_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00134	TM00134_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01002	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00185	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01119	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000096053	J000096053_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00061	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000092712	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00345	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00333	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01354	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00139	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00097	TM00097_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01148	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
